# Custom external galaxy catalog, containing objects missing from HyperLeda, NED-LVS, and LVD.
# diameter is in arcmin
#
# LVD's Dw1245+6158:
#   ,SMDG J1245495+615810,191.45623,61.96947,0.4593333333333333,0.4,67.79,17.71,r,Row 4871 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 166:
#   ,SMDG J1249122+353645,192.30065,35.61258,0.399,0.84,67.09,18.58,r,Row 4952 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 193:
#  ,SMDG J1315298+413008,198.87417,41.50223,0.39866666666666667,0.77,299.17,18.14,r,Row 5316 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's NGC 4631-dw3:
#  ,SMDG J1242530+322721,190.72097,32.45592,0.4233333333333333,0.9,81.86,19.28,r,Row 4788 in 'SMUDGes_catalog.6_23.ascii'
#
# Super-faint!
#   ,SMDG J0130373-195118,22.65546,-19.85495,2.2623333333333333,0.48,89.53,17.63,r,Row 617 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0151087-141129,27.7863,-14.19137,1.3086666666666666,0.78,333.63,17.1,r,Row 746 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0441370-014216,70.40414,-1.70431,1.3286666666666667,0.66,332.62,17.72,r,Row 1933 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1225544+140829,186.47664,14.14138,1.29,0.6,59.07,17.61,r,Row 4106 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1230495+133018,187.70627,13.50494,0.44033333333333335,0.81,309.33,18.42,r,Row 4370 in 'SMUDGes_catalog.6_23.ascii'
#
# Shreds of UGC 05706:
# ,SMDG J1031105+343018,157.79394,34.50495,0.7579999999999999,0.74,280.3,16.43,r,Row 2806 in 'SMUDGes_catalog.6_23.ascii'
# ,SMDG J1031120+343013,157.79989,34.50348,0.6716666666666666,0.89,286.53,16.25,r,Row 2807 in 'SMUDGes_catalog.6_23.ascii'
#
objname,objname_ned,ra,dec,diam,ba,pa,mag,mag_band,essential_note
,VV 656 NED02,180.553344,59.136284,0.3,1.0,0.0,-99.0,,In 'MCG +10-17-130' group
,2MASS J05452734-2555474,86.363933,-25.929836,0.3,1.0,0.0,-99.0,,In 'VV 162' group
,WISEA J054527.48-255509.4,86.364506,-25.919302,0.4,1.0,0.0,-99.0,,In 'VV 162' group
,WISEA J054526.61-255618.3,86.360908,-25.938439,0.4,1.0,0.0,-99.0,,In 'VV 162' group
,2MASS J05452706-2556161,86.362751,-25.937822,0.2,1.0,0.0,-99.0,,In 'VV 162' group
,CGCG 004-080 NED03,129.048693,-3.433816,0.3,0.2,45.0,-99.0,,In 'VV 663' group
,2MASS J03360906-4453027,54.037755,-44.884094,0.2,1.0,0.0,-99.0,,Companion to 'WISEA J033609.53-445306.4'
,2MASS J21510468-4848404,327.769539,-48.811241,0.3,0.3,110.0,-99.0,,In 'ESO 237-IG 006' group
,UGC 11367 NED02,282.696716,35.347909,0.2,1.0,0.0,-99.0,,In 'UGC 11367' group
,WISEA J011412.46-163326.8,18.55195,-16.557444,0.2,1.0,0.0,-99.0,,In 'GALEXASC J011412.46-163326.8' group
,WISEA J000722.06-280739.5,1.84195,-28.127666,0.5,1.0,0.0,-99.0,,In 'ESO 409-IG 021' group
,WISEA J002146.94-810702.4,5.445587,-81.117359,0.5,1.0,0.0,-99.0,,In 'ESO 012-IG 016' group
,ESO 202- G 013 NED03,65.802751,-49.252654,0.5,1.0,0.0,-99.0,,In 'ESO 202- G 013' group; adopting coordinates of 'WISEA J042312.66-491509.5'
,2MASS J22404142-4756282,340.1726,-47.941193,0.25,1.0,0.0,-99.0,,In 'ESO 238-IG 020' group
,ESO 191-IG 002 NED03,343.420902,-53.368549,0.5,1.0,0.0,-99.0,,In 'ESO 191-IG 002' group
,WISEA J225337.80-532224.3,343.407533,-53.373422,0.3,1.0,0.0,-99.0,,In 'ESO 191-IG 002' group
,ESO 293-IG 005 NED03,357.79981,-38.183027,0.3,1.0,0.0,-99.0,,In 'ESO 293-IG 005' group
,ESO 114-IG 009 NED01,26.953927,-61.347961,0.3,1.0,0.0,-99.0,,In 'ESO 114-IG 009'; adopting coordinates of '2MASS J01474894-6120526'
,2MASS J21174064-5852135,319.419352,-58.870438,0.5,0.3,45.0,-99.0,,In 'ESO 145-IG 003' group
,II Zw 114 NOTES03,318.782332,12.656843,0.5,1.0,0.0,-99.0,,In 'II Zw 114' group
,II Zw 114 NOTES02,318.788401,12.656895,0.5,1.0,0.0,-99.0,,In 'II Zw 114' group; adopting coordinates of '2MASS J21150921+1239248'
,WISEA J152131.47+211040.7,230.381133,21.177995,0.2,1.0,0.0,-99.0,,In 'CGCG 135-050' group
,2MASS J22172687+0948330,334.361993,9.809178,0.4,1.0,0.0,-99.0,,In 'CGCG 428-068' group
,MCG +10-16-101 NED02,169.134506,61.350046,0.4,1.0,0.0,-99.0,,In 'MCG +10-16-101' group
,2MASS J14195982-0427081,214.999265,-4.452261,0.3,1.0,0.0,-99.0,,Companion to 'IC 0997' galaxy pair.
,2MASS J03225614-5203132,50.733948,-52.05368,0.3,0.3,45.0,-99.0,,Companion to '2MASX J03225574-5203087' galaxy pair.
,2MASS J05274509-6225250,81.937885,-62.423615,0.5,1.0,0.0,-99.0,,In 'AM 0527-622' group
,2MASS J23435020-3616468,355.959193,-36.279667,0.5,1.0,0.0,-99.0,,In 'AM 2341-363' group
,AM 1951-374 NED02,298.783125,-37.548306,0.3,1.0,0.0,-99.0,,In 'AM 1951-374' group
,2MASS J20435323-4331070,310.97181,-43.518623,0.3,1.0,0.0,-99.0,,In 'AM 2040-434' group
,2MASS J20435364-4331020,310.973506,-43.517242,0.3,1.0,0.0,-99.0,,In 'AM 2040-434' group
,2MASS J03212539-5951203,50.355796,-59.855644,0.3,1.0,0.0,-99.0,,Companion to 'AM 0320-600'
,2MASS J23471105-4658193,356.796058,-46.972031,0.3,1.0,0.0,-99.0,,In 'AM 2344-471' group
,2MASS J23382474-5114237,354.60311,-51.239933,0.5,1.0,0.0,-99.0,,In 'AM 2335-513' group
,WISEA J003725.54-122548.6,9.356433,-12.430185,0.3,1.0,0.0,-99.0,,In 'VIII Zw 031' group
,WISEA J003725.18-122552.3,9.354957,-12.431213,0.3,1.0,0.0,-99.0,,In 'VIII Zw 031' group
,VII Zw 281 NOTES01,143.126639,61.468913,0.25,1.0,0.0,-99.0,,In 'VII Zw 281' group
,V Zw 079 NOTES01,23.330731,45.959138,0.3,1.0,0.0,-99.0,,In 'V Zw 079' group
,V Zw 158 NOTES01,29.648851,36.769,0.2,1.0,0.0,-99.0,,In 'V Zw 158' group
,CGCG 506-002 NED01,44.916012,32.803407,0.4,1.0,0.0,-99.0,,In 'V Zw 303' group
,IV Zw 060 NOTES01,26.724149,34.86993,0.3,1.0,0.0,-99.0,,In 'IV Zw 060' group
,IV Zw 018 NOTES03,6.063908,36.587043,0.25,1.0,0.0,-99.0,,In 'IV Zw 018' group
,IV Zw 018 NOTES02,6.06214,36.588516,0.25,1.0,0.0,-99.0,,In 'IV Zw 018' group
,IV Zw 018 NOTES01,6.060397,36.587048,0.25,1.0,0.0,-99.0,,In 'IV Zw 018' group
,NGC 3537 NED02,167.112209,-10.258827,1.0,0.3,180.0,-99.0,,In 'NGC 3537' group
,NGC 3088A,150.284785,22.405666,1.3,1.0,0.0,-99.0,,In 'NGC 3088' group
,NGC 2881 NED01,141.474008,-11.992435,0.7,1.0,0.0,-99.0,,In 'NGC 2881' group
,NGC 3058 NED02,148.400217,-12.482341,1.2,0.4,50.0,-99.0,,In 'NGC 3058' group
,UGC 00702 NED01,17.068879,8.408936,0.4,0.5,0.0,-99.0,,In 'UGC 00702' group
,2MASS J16445682-0815152,251.236784,-8.254248,0.75,1.0,0.0,-99.0,,In 'WISEA J164457.62-081502.3' group
,WISEA J024705.78-140857.2,41.774086,-14.149226,0.4,1.0,0.0,-99.0,,In 'APMUKS(BJ) B024442.98-14212 ID' group
,WISEA J041421.92-072600.3,63.591358,-7.433439,0.4,0.3,45.0,-99.0,,In 'APMUKS(BJ) B041155.89-07332 ID' group
,LCRS B234310.9-451520,356.4553,-44.9781,0.3,1.0,0.0,-99.0,,Companion to 'APMUKS(BJ) B234311.14-45153 ID'
,2MASS J02115697-0349280,32.987391,-3.824453,0.3,1.0,0.0,-99.0,,In 'KUG 0209-040' group
,2MASS J03070115-1214444,46.754808,-12.245668,0.3,0.2,135.0,-99.0,,In 'APMUKS(BJ) B030437.41-12262 ID' group
,2MASS J05044297-3844498,76.17906,-38.747185,0.3,1.0,0.0,-99.0,,In 'ESO 305-IG 004' group
,WISEA J041800.89-500238.7,64.503749,-50.044083,0.4,0.5,50.0,-99.0,,In 'ESO 202-IG 005' group
,WISEA J233938.02-543903.7,354.908417,-54.651043,0.4,1.0,0.0,-99.0,,In 'ESO 192-IG 013' group
,2MASS J21040757-4332086,316.031567,-43.535744,0.4,1.0,0.0,-99.0,,In 'ESO 286-IG 033' group
,WISEA J130237.00-383456.1,195.654168,-38.582266,0.6,1.0,0.0,-99.0,,In 'ESO 323-IG 070' group
,ESO 238-IG 022 NED01,340.770328,-48.414232,0.3,1.0,0.0,-99.0,,In 'ESO 238-IG 022' group
,WISEA J214620.53-482323.7,326.585542,-48.389938,0.3,0.3,45.0,-99.0,,In 'ESO 236-IG 047' group
,ESO 236-IG 038 NED02,326.313085,-51.696495,0.5,0.3,45.0,-99.0,,In 'ESO 236-IG 038' group
,2MASS J21050230-4436122,316.259596,-44.603397,0.5,1.0,0.0,-99.0,,In 'ESO 286-IG 039' group
,WISEA J193721.45-623702.2,294.339376,-62.61728,0.5,1.0,0.0,-99.0,,In 'ESO 105-IG 010' group
,WISEA J193719.63-623714.2,294.33182,-62.620502,0.3,1.0,0.0,-99.0,,In 'ESO 105-IG 010' group
,WISEA J061034.16-474029.4,92.642346,-47.674857,0.3,0.1,150.0,-99.0,,In 'ESO 205-IG 029' group
,WISEA J014514.39-554331.8,26.309995,-55.725502,0.3,1.0,0.0,-99.0,,In 'ESO 152-IG 022' group
,2MASS J01451158-5543579,26.298288,-55.732769,0.3,1.0,0.0,-99.0,,In 'ESO 152-IG 022' group
,WISEA J014509.75-554405.2,26.290649,-55.734798,0.3,1.0,0.0,-99.0,,In 'ESO 152-IG 022' group
,2MASS J00554647-3724322,13.943631,-37.408958,0.3,1.0,0.0,-99.0,,In 'ESO 295-IG 022' group
,ESO 030-IG 017,38.948783,-73.118109,0.3,1.0,0.0,-99.0,,NED cross-identification is incorrect.
,2MASS J23361756-3136106,354.073196,-31.602962,0.2,1.0,0.0,-99.0,,In 'ESO 470- G 020' group
,2MASS J23361717-3135587,354.071545,-31.599642,0.2,1.0,0.0,-99.0,,In 'ESO 470- G 020' group
,2MASS J23361651-3136220,354.068797,-31.606113,0.2,1.0,0.0,-99.0,,In 'ESO 470- G 020' group
,WISEA J222113.55+013456.9,335.306465,1.582474,0.3,1.0,0.0,-99.0,,
,SMDG J0000334+165424,0.13901,16.90655,0.29133333333333333,0.69,273.62,18.08,r,Row 2 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0000473-040432,0.19697,-4.07552,0.4633333333333333,0.45,7.83,19.57,r,Row 4 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0000500-040035,0.20818,-4.00959,0.29600000000000004,0.37,31.3,19.77,r,Row 5 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0000588-410921,0.24511,-41.15575,0.359,0.62,64.52,17.25,r,Row 6 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0001278-553133,0.36599,-55.52573,0.254,0.73,70.98,17.92,r,Row 7 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0001301-072434,0.37554,-7.40943,0.30700000000000005,0.45,279.17,19.53,r,Row 10 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0001416-511406,0.42335,-51.23488,0.3413333333333333,0.64,277.34000000000003,20.19,r,Row 12 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0002158-543748,0.5658,-54.63005,0.3466666666666667,0.61,319.81,18.29,r,Row 14 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0002267-094709,0.61125,-9.7858,0.25633333333333336,0.47,74.34,19.77,r,Row 15 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0002490+163547,0.70412,16.59652,0.30566666666666664,0.92,50.06,18.52,r,Row 16 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0003241+161111,0.8506,16.18649,0.49766666666666665,0.81,42.66,17.69,r,Row 21 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0003278-022157,0.86598,-2.36582,0.261,0.65,350.45,18.98,r,Row 22 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0004118+163159,1.04902,16.53296,0.4033333333333333,0.55,33.33,18.13,r,Row 24 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0004165+165200,1.06878,16.8664,0.2823333333333334,0.65,8.9,19.39,r,Row 25 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0004253-523754,1.10524,-52.63176,0.2603333333333333,0.81,300.8,20.2,r,Row 27 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0004301+165012,1.12541,16.83654,0.36000000000000004,0.95,277.25,18.23,r,Row 29 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0005174-600821,1.32253,-60.13914,0.257,0.48,56.13,18.84,r,Row 35 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0005453-034258,1.43874,-3.71612,0.331,0.65,70.76,18.49,r,Row 37 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0005512-500020,1.46346,-50.00562,0.274,0.41,26.95,19.14,r,Row 38 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0006323+043126,1.63442,4.52396,0.265,0.54,290.57,20.57,r,Row 40 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0006427+043419,1.67787,4.57196,0.31466666666666665,0.77,291.81,18.16,r,Row 43 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0006494-105502,1.70563,-10.9173,0.25433333333333336,0.87,328.38,18.43,r,Row 44 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0008440-064947,2.18331,-6.82966,0.26633333333333337,0.56,86.82,18.84,r,Row 49 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0009403-565608,2.41792,-56.93548,0.287,0.52,35.53,19.22,r,Row 54 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0009521+044249,2.46702,4.71359,0.41633333333333333,0.62,50.32,18.19,r,Row 56 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0014180+280248,3.57488,28.0467,0.26333333333333336,0.51,63.07,18.46,r,Row 68 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0014182+024636,3.57604,2.77671,0.26566666666666666,0.52,10.69,18.74,r,Row 69 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0014522-350511,3.71749,-35.08628,0.2813333333333333,0.53,316.44,19.47,r,Row 73 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0015055-070147,3.7728,-7.02978,0.29133333333333333,0.85,68.45,19.5,r,Row 74 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0015089-031837,3.787,-3.31034,0.3343333333333333,0.84,15.67,18.96,r,Row 75 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0015208+200027,3.83669,20.00761,0.32266666666666666,0.6,84.11,17.87,r,Row 76 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0015213+010428,3.83864,1.07443,0.3466666666666667,0.62,304.7,18.07,r,Row 77 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0015408-065346,3.92009,-6.89624,0.25066666666666665,0.63,284.17,19.13,r,Row 78 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0016433-043054,4.18037,-4.51501,0.2876666666666667,0.46,307.06,20.81,r,Row 86 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0016505+031017,4.21025,3.17139,0.26233333333333336,0.52,315.85,18.94,r,Row 87 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0019121-033156,4.80043,-3.53214,0.284,0.63,287.45,19.14,r,Row 94 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0019587-032321,4.99441,-3.38907,0.386,0.51,297.85,19.51,r,Row 100 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0020127-443839,5.0529,-44.64404,0.2693333333333333,0.86,291.9,18.64,r,Row 102 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0021248-043949,5.35325,-4.66358,0.2693333333333333,0.57,85.74,18.83,r,Row 105 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0024025+290126,6.01028,29.02379,0.36000000000000004,0.69,321.77,19.17,r,Row 115 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0024498-060050,6.20745,-6.01385,0.339,0.39,71.35,19.79,r,Row 117 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0027127-014831,6.8029,-1.8085,0.309,0.55,52.4,19.33,r,Row 127 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0029096+220731,7.29006,22.12514,0.2753333333333333,0.49,28.15,19.51,r,Row 133 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0029271-114108,7.36306,-11.68542,0.2986666666666667,0.78,278.37,19.57,r,Row 135 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0030129+025721,7.55375,2.95581,0.32166666666666666,0.94,294.90999999999997,19.42,r,Row 138 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0031454+024256,7.93911,2.71551,0.475,0.75,52.21,17.16,r,Row 147 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0032296-084550,8.12323,-8.76399,0.4276666666666667,0.72,340.59,19.72,r,Row 152 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0032438-125818,8.18249,-12.97171,0.2876666666666667,0.61,274.36,18.52,r,Row 154 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0032584-231643,8.24321,-23.27874,0.331,0.4,26.57,20.07,r,Row 155 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0033054-321213,8.27263,-32.20351,0.2903333333333334,0.74,2.39,19.13,r,Row 156 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0033164+283311,8.31837,28.55307,0.2776666666666667,0.51,85.13,18.86,r,Row 158 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0033515-265921,8.46476,-26.98914,0.29900000000000004,0.69,70.89,18.16,r,Row 160 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0033516-275023,8.4651,-27.8396,0.7983333333333333,0.72,31.24,17.13,r,Row 161 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0034557-215941,8.73222,-21.99469,0.26266666666666666,0.52,319.2,19.34,r,Row 171 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0035337-604348,8.89028,-60.72995,0.2796666666666667,0.58,338.99,19.65,r,Row 175 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0035517-551146,8.96555,-55.19602,0.2916666666666667,0.95,319.6,19.56,r,Row 178 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0035564+240117,8.98518,24.02143,0.4676666666666666,0.69,13.41,19.57,r,Row 179 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0036114-095333,9.0475,-9.89261,0.509,0.8,350.13,18.71,r,Row 181 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0036369-082458,9.15379,-8.4162,0.4406666666666667,0.57,62.87,18.73,r,Row 183 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0036382-323426,9.15927,-32.57376,0.39799999999999996,0.57,7.17,17.56,r,Row 184 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0037170-025638,9.32081,-2.94399,0.26266666666666666,0.96,315.92,19.4,r,Row 187 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0037212-063353,9.33844,-6.56473,0.25666666666666665,0.9,5.12,19.44,r,Row 188 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0037348-292844,9.39494,-29.47891,0.2796666666666667,0.6,306.21,19.95,r,Row 190 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0037442+241228,9.43413,24.20764,0.39633333333333337,0.54,283.04,17.3,r,Row 191 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0038365-064207,9.65195,-6.70187,0.5630000000000001,0.74,354.65,16.83,r,Row 203 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0038597+014936,9.74861,1.82653,0.5023333333333333,0.39,350.25,19.43,r,Row 206 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0039151-070251,9.81304,-7.04753,0.44133333333333336,0.43,68.35,20.24,r,Row 209 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0039261-553846,9.85872,-55.64621,0.27666666666666667,0.67,286.83,20.15,r,Row 211 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0039333+032735,9.88855,3.45983,0.3266666666666667,0.84,21.35,18.94,r,Row 215 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0040340-561554,10.14162,-56.26496,0.256,0.62,339.94,20.27,r,Row 229 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0040349-203323,10.14532,-20.5564,0.4263333333333333,0.54,12.59,19.13,r,Row 230 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0040497+032511,10.20698,3.41963,0.33233333333333337,0.86,341.89,18.34,r,Row 233 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0041032-210808,10.26348,-21.13551,0.31666666666666665,0.47,55.88,18.73,r,Row 236 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0041087+030822,10.2862,3.13944,0.26666666666666666,0.92,67.17,20.03,r,Row 238 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0041183-375612,10.32608,-37.93662,0.25233333333333335,0.79,321.21,19.38,r,Row 239 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0041260-562132,10.35825,-56.35891,0.2936666666666667,0.82,331.98,19.84,r,Row 243 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0041264-551112,10.35994,-55.18668,0.28933333333333333,0.88,354.28,18.8,r,Row 244 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0042014-562213,10.50588,-56.37022,0.3373333333333333,0.9,303.02,18.98,r,Row 247 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0042171-014609,10.57142,-1.76905,0.28500000000000003,0.53,274.25,19.82,r,Row 248 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0042422-234610,10.67581,-23.76957,0.3686666666666667,0.52,348.76,19.89,r,Row 249 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0043554-233605,10.98071,-23.60137,0.277,0.44,287.33,20.02,r,Row 253 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0044434-525747,11.18087,-52.96317,0.2776666666666667,0.95,275.31,19.36,r,Row 259 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0045084-604647,11.28515,-60.77985,0.3143333333333333,0.5,306.42,18.47,r,Row 263 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0045533-093353,11.47208,-9.5646,0.26833333333333337,0.7,50.13,18.29,r,Row 268 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0046040+251504,11.51685,25.25122,0.30566666666666664,0.45,62.09,19.84,r,Row 269 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0046300-280716,11.62485,-28.12105,0.333,0.91,335.7,17.47,r,Row 271 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0046434-313059,11.68071,-31.51629,0.25933333333333336,0.67,51.66,18.74,r,Row 272 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0048227-335705,12.09445,-33.95142,0.271,0.44,303.88,20.15,r,Row 277 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0049445-301609,12.43544,-30.26915,0.6413333333333333,0.83,73.59,19.26,r,Row 281 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0050200-014445,12.58332,-1.74574,0.358,0.95,87.87,17.88,r,Row 284 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0050358+265000,12.64933,26.83327,0.267,0.83,358.35,18.41,r,Row 286 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0050553-573434,12.73033,-57.57624,0.289,0.75,11.89,17.54,r,Row 288 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0051047-064211,12.76949,-6.70307,0.339,0.89,349.48,17.38,r,Row 289 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0051362-011508,12.90079,-1.25227,0.4723333333333333,0.41,41.4,18.92,r,Row 291 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0052283-552938,13.11785,-55.49396,0.4473333333333333,0.65,315.71,19.56,r,Row 296 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0053296-391325,13.37313,-39.22349,0.2793333333333334,0.64,320.15999999999997,20.08,r,Row 301 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0054501-075617,13.7088,-7.93818,0.5353333333333333,0.79,290.53,17.32,r,Row 307 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0054585-315302,13.7439,-31.88387,0.32766666666666666,0.52,270.51,18.72,r,Row 310 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0056453-640957,14.18867,-64.1658,0.49166666666666664,0.5,339.55,18.11,r,Row 317 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0057335-040804,14.38973,-4.1345,0.29633333333333334,0.85,52.0,18.76,r,Row 325 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0058082-050803,14.53417,-5.13405,0.30533333333333335,0.86,346.26,19.0,r,Row 329 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0058538-051651,14.72416,-5.28082,0.6633333333333333,0.67,303.88,17.57,r,Row 333 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0058553+003627,14.73055,0.60738,0.419,0.42,85.56,18.16,r,Row 334 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0100116-212736,15.04854,-21.46,0.29766666666666663,0.6,38.33,19.6,r,Row 342 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0100523-464255,15.21785,-46.71524,0.30066666666666664,0.92,69.46,19.3,r,Row 346 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0101051-022923,15.27135,-2.48971,0.35733333333333334,0.58,298.15999999999997,19.54,r,Row 347 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0101207+300559,15.33613,30.09965,0.2793333333333334,0.82,279.38,19.26,r,Row 351 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0101408-313000,15.41984,-31.49979,0.252,0.61,21.76,18.87,r,Row 353 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0101561-252132,15.4836,-25.35886,0.906,0.49,284.74,18.78,r,Row 355 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0102118-373157,15.54909,-37.53261,0.46499999999999997,0.46,53.8,20.12,r,Row 356 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0102539+305357,15.72453,30.89909,0.27133333333333337,0.62,295.69,18.08,r,Row 362 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0103164+222210,15.81854,22.36931,0.27899999999999997,0.54,337.44,19.08,r,Row 366 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0104102-005009,16.04263,-0.8357,0.26233333333333336,0.66,6.19,18.64,r,Row 370 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0104475-511325,16.19792,-51.22347,0.26466666666666666,0.57,85.51,20.38,r,Row 371 in 'SMUDGes_catalog.6_23.ascii'
